timestamp,user,app,metric1,metric2
2018-01-03 00:00:00,user1,app1,88.000,39.000
2018-01-03 00:30:00,user1,app1,36.000,41.000
2018-01-03 01:00:00,user1,app1,10.000,95.000
2018-01-03 01:30:00,user1,app1,78.000,60.000
2018-01-03 02:00:00,user1,app1,66.000,42.000
2018-01-03 02:30:00,user1,app1,79.000,79.000
2018-01-03 03:00:00,user1,app1,40.000,13.000
2018-01-03 03:30:00,user1,app1,11.000,68.000
2018-01-03 04:00:00,user1,app1,18.000,93.000
2018-01-03 04:30:00,user1,app1,98.000,34.000
2018-01-03 05:00:00,user1,app1,24.000,74.000
2018-01-03 05:30:00,user1,app1,86.000,80.000
2018-01-03 06:00:00,user1,app1,35.000,11.000
2018-01-03 06:30:00,user1,app1,10.000,52.000
2018-01-03 07:00:00,user1,app1,85.000,93.000
2018-01-03 07:30:00,user1,app1,18.000,92.000
2018-01-03 08:00:00,user1,app1,100.000,51.000
2018-01-03 08:30:00,user1,app1,96.000,19.000
2018-01-03 09:00:00,user1,app1,32.000,95.000
2018-01-03 09:30:00,user1,app1,70.000,100.000
2018-01-03 10:00:00,user1,app1,52.000,99.000
2018-01-03 10:30:00,user1,app1,90.000,70.000
2018-01-03 11:00:00,user1,app1,8.000,8.000
2018-01-03 11:30:00,user1,app1,47.000,23.000
2018-01-03 12:00:00,user1,app1,57.000,16.000
2018-01-03 12:30:00,user1,app1,78.000,14.000
2018-01-03 13:00:00,user1,app1,28.000,95.000
2018-01-03 13:30:00,user1,app1,68.000,45.000
2018-01-03 14:00:00,user1,app1,40.000,95.000
2018-01-03 14:30:00,user1,app1,35.000,43.000
2018-01-03 15:00:00,user1,app1,81.000,27.000
2018-01-03 15:30:00,user1,app1,68.000,41.000
2018-01-03 16:00:00,user1,app1,42.000,41.000
2018-01-03 16:30:00,user1,app1,8.000,61.000
2018-01-03 17:00:00,user1,app1,66.000,92.000
2018-01-03 17:30:00,user1,app1,86.000,65.000
2018-01-03 18:00:00,user1,app1,41.000,67.000
2018-01-03 18:30:00,user1,app1,85.000,65.000
2018-01-03 19:00:00,user1,app1,82.000,55.000
2018-01-03 19:30:00,user1,app1,24.000,45.000
2018-01-03 20:00:00,user1,app1,3.000,60.000
2018-01-03 20:30:00,user1,app1,42.000,97.000
2018-01-03 21:00:00,user1,app1,47.000,31.000
2018-01-03 21:30:00,user1,app1,4.000,30.000
2018-01-03 22:00:00,user1,app1,42.000,7.000
2018-01-03 22:30:00,user1,app1,56.000,81.000
2018-01-03 23:00:00,user1,app1,12.000,31.000
2018-01-03 23:30:00,user1,app1,77.000,93.000
2018-01-03 00:00:00,user1,app2,7.000,43.000
2018-01-03 00:30:00,user1,app2,70.000,55.000
2018-01-03 01:00:00,user1,app2,49.000,4.000
2018-01-03 01:30:00,user1,app2,63.000,43.000
2018-01-03 02:00:00,user1,app2,17.000,90.000
2018-01-03 02:30:00,user1,app2,14.000,85.000
2018-01-03 03:00:00,user1,app2,94.000,27.000
2018-01-03 03:30:00,user1,app2,53.000,54.000
2018-01-03 04:00:00,user1,app2,98.000,78.000
2018-01-03 04:30:00,user1,app2,11.000,48.000
2018-01-03 05:00:00,user1,app2,51.000,87.000
2018-01-03 05:30:00,user1,app2,23.000,94.000
2018-01-03 06:00:00,user1,app2,29.000,40.000
2018-01-03 06:30:00,user1,app2,36.000,21.000
2018-01-03 07:00:00,user1,app2,23.000,10.000
2018-01-03 07:30:00,user1,app2,97.000,47.000
2018-01-03 08:00:00,user1,app2,20.000,72.000
2018-01-03 08:30:00,user1,app2,4.000,88.000
2018-01-03 09:00:00,user1,app2,72.000,28.000
2018-01-03 09:30:00,user1,app2,46.000,64.000
2018-01-03 10:00:00,user1,app2,22.000,21.000
2018-01-03 10:30:00,user1,app2,24.000,66.000
2018-01-03 11:00:00,user1,app2,31.000,5.000
2018-01-03 11:30:00,user1,app2,49.000,22.000
2018-01-03 12:00:00,user1,app2,46.000,81.000
2018-01-03 12:30:00,user1,app2,79.000,42.000
2018-01-03 13:00:00,user1,app2,47.000,66.000
2018-01-03 13:30:00,user1,app2,75.000,38.000
2018-01-03 14:00:00,user1,app2,69.000,44.000
2018-01-03 14:30:00,user1,app2,62.000,19.000
2018-01-03 15:00:00,user1,app2,95.000,93.000
2018-01-03 15:30:00,user1,app2,98.000,25.000
2018-01-03 16:00:00,user1,app2,87.000,63.000
2018-01-03 16:30:00,user1,app2,50.000,61.000
2018-01-03 17:00:00,user1,app2,8.000,36.000
2018-01-03 17:30:00,user1,app2,20.000,12.000
2018-01-03 18:00:00,user1,app2,94.000,92.000
2018-01-03 18:30:00,user1,app2,1.000,2.000
2018-01-03 19:00:00,user1,app2,35.000,99.000
2018-01-03 19:30:00,user1,app2,28.000,55.000
2018-01-03 20:00:00,user1,app2,82.000,31.000
2018-01-03 20:30:00,user1,app2,62.000,48.000
2018-01-03 21:00:00,user1,app2,63.000,37.000
2018-01-03 21:30:00,user1,app2,52.000,8.000
2018-01-03 22:00:00,user1,app2,47.000,86.000
2018-01-03 22:30:00,user1,app2,1.000,46.000
2018-01-03 23:00:00,user1,app2,17.000,51.000
2018-01-03 23:30:00,user1,app2,56.000,48.000
2018-01-03 00:00:00,user2,app1,93.000,53.000
2018-01-03 00:30:00,user2,app1,75.000,88.000
2018-01-03 01:00:00,user2,app1,24.000,34.000
2018-01-03 01:30:00,user2,app1,2.000,74.000
2018-01-03 02:00:00,user2,app1,3.000,7.000
2018-01-03 02:30:00,user2,app1,100.000,14.000
2018-01-03 03:00:00,user2,app1,68.000,41.000
2018-01-03 03:30:00,user2,app1,40.000,28.000
2018-01-03 04:00:00,user2,app1,2.000,98.000
2018-01-03 04:30:00,user2,app1,56.000,29.000
2018-01-03 05:00:00,user2,app1,30.000,76.000
2018-01-03 05:30:00,user2,app1,46.000,88.000
2018-01-03 06:00:00,user2,app1,55.000,19.000
2018-01-03 06:30:00,user2,app1,82.000,52.000
2018-01-03 07:00:00,user2,app1,38.000,26.000
2018-01-03 07:30:00,user2,app1,7.000,85.000
2018-01-03 08:00:00,user2,app1,20.000,15.000
2018-01-03 08:30:00,user2,app1,25.000,0.000
2018-01-03 09:00:00,user2,app1,16.000,85.000
2018-01-03 09:30:00,user2,app1,82.000,58.000
2018-01-03 10:00:00,user2,app1,43.000,49.000
2018-01-03 10:30:00,user2,app1,88.000,9.000
2018-01-03 11:00:00,user2,app1,30.000,64.000
2018-01-03 11:30:00,user2,app1,14.000,8.000
2018-01-03 12:00:00,user2,app1,41.000,44.000
2018-01-03 12:30:00,user2,app1,25.000,49.000
2018-01-03 13:00:00,user2,app1,16.000,75.000
2018-01-03 13:30:00,user2,app1,29.000,92.000
